Label,Sublabel,Title,Description
General Against,why EVs are not the future,"The Station: A chat with Scale AI's Alexandr Wang, the NYC scooter winners and TuSimple goes public",The Station is a weekly newsletter dedicated to all things transportation.  Sign up here — just click The Station — to receive it every weekend in your inbox...
General Against,why EVs are not the future,"Watch SpaceX's first dedicated rideshare rocket launch live, carrying a record-breaking payload of satellites",SpaceX is set to launch the very first of its dedicated rideshare missions – an offering it introduced in 2019 that allows small satellite operators to book ...
General Against,why EVs are not the future,The Model Y will be a test of Tesla’s popularity,The company’s recent changes risk damaging a key asset: great word of mouth
General Against,why EVs are not the future,"The Cybertruck made a mark, but missed its moment","Tesla is finally delivering the long-delayed Cybertruck, but the polarizing EV may have already missed its moment to launch the company into its next phase."
General Against,why EVs are not the future,Can Polestar design a new kind of car company?,"Nilay Patel sits down with Polestar CEO Thomas Ingenlath to discuss his company’s relationship with Volvo, his transition from a career as a designer to being CEO of a EV startup, and developing a brand identity."
General Against,why EVs are not the future,The Station: The lidar SPAC craze and 10 investors give their mobility predictions,"The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every weekend in your inbox.  Hi friends and new readers, welcome back to The Station, a newsletter dedicated to all the present a…"
General Against,why EVs are not the future,"Alpha Motor’s EV designs look cool, but will they ever get made?","Alpha Motor Corporation is a California EV startup with murky origins and funding. It’s spent a year releasing eye-catching designs for multiple electric vehicles, and two of the company’s representatives spoke to The Verge in an interview about how it plans …"
General Against,EVs don’t reduce emissions,These pole-mounted EV chargers let down their joules,"Pole-mounted electric vehicle chargers might be a great and cost-effective way to build EV infrastructure. Melrose, MA, demonstrates how the chargers can make EVs easier to charge in cities."
General Against,EVs don’t reduce emissions,Electric vehicles are changing the future of auto maintenance,"The automobile business is highly interdependent, and no more so is this felt than in the $500B afterservice market."
General Against,EVs don’t reduce emissions,"The Station: A chat with Scale AI’s Alexandr Wang, the NYC scooter winners and TuSimple goes public","The Station is a weekly newsletter dedicated to all things transportation. Sign up here — just click The Station — to receive it every weekend in your inbox. Hi there, new and returning readers. This is The Station, a weekly newsletter dedicated to all the wa…"
General Against,EVs don’t reduce emissions,Here are the 85+ startups that launched today at Y Combinator’s W19 Demo Day 1,"Y Combinator’s incubator classes have gotten huge. With over 200 companies, the Winter 2019 class is by far YC’s largest yet. Meanwhile, the incubator prepares to shift its headquarters from Mountain View to San Francisco. It’s so large, in fact, it’s had to …"
General Against,EVs don’t reduce emissions,Henrik Fisker wants to sell you an EV you can actually afford,"Henrik Fisker, CEO of EV startup Fisker Inc., talks affordable EVs, manufacturing woes, and the recent short sellers report alleging improprieties at his company."
General Against,EVs don’t reduce emissions,Don’t miss the roundtable roundup at TC Sessions: Mobility 2022,"Two days of in-person programming awaiting you at TC Sessions: Mobility, including topic-focused roundtable discussions."
General Against,EVs don’t reduce emissions,Tesla delivers first electric Semi trucks — three years late,Tesla handed over the first batch of electric Semi trucks to Pepsi at an event at the Gigafactory in Nevada. The much-delayed truck is being portrayed by Elon Musk as the future of trucking.
General Against,EVs don’t reduce emissions,Al Gore and Lila Preston ask the tough questions in their firm's new climate report | TechCrunch,"Every year for the past seven years, Generation Investment Management, the sustainability-focused public and private equity firm co-founded by former U.S."
General Against,EVs don’t reduce emissions,"Sono Motors has gone public, aims to get Sion solar electric vehicle to market by 2023 – TechCrunch","The idea for Sono Motors, the company that wants to power every electric vehicle using solar power, started nine years ago in a Munich basement when two entrepreneurial 18-year-olds starting spitballing solutions to society’s dependence on fossil fuels. Jona …"
